Attrition,BusinessTravel,DailyRate,DistanceFromHome,EducationField,EmployeeID,EnvironmentSatisfaction,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,StockOptionLevel,TrainingTimesLastYear,YearsAtCompany,TenureGroupID,SalaryBandID
No,Travel_Rarely,524,18,Life Sciences,1322,Low,3,Manufacturing Director,High,Single,4534,No,0,6,8,3,2
No,Non-Travel,587,2,Life Sciences,1324,Very High,3,Sales Executive,High,Divorced,9852,Yes,1,5,10,3,4
No,Non-Travel,256,10,Medical,1329,High,1,Sales Executive,Medium,Single,6151,No,0,4,19,4,3
Yes,Travel_Frequently,1060,1,Life Sciences,1331,Very High,3,Sales Representative,Medium,Single,2302,Yes,0,2,3,2,1
Yes,Travel_Rarely,935,3,Life Sciences,1333,Low,3,Laboratory Technician,Low,Married,2362,No,0,4,3,2,1
No,Non-Travel,495,2,Life Sciences,1334,High,3,Manager,High,Married,17861,Yes,0,3,20,4,4
No,Travel_Rarely,282,2,Medical,1336,Very High,1,Manager,High,Married,19187,No,1,5,19,4,4
No,Travel_Rarely,206,8,Life Sciences,1338,Very High,3,Manager,Medium,Single,19717,No,0,4,7,3,4
No,Non-Travel,458,16,Life Sciences,1340,High,3,Research Scientist,High,Divorced,3544,No,1,0,4,2,2
No,Travel_Rarely,943,9,Life Sciences,1344,Very High,3,Healthcare Representative,Very High,Divorced,8500,No,1,0,9,3,4
No,Travel_Rarely,523,2,Life Sciences,1346,High,3,Research Scientist,Very High,Single,4661,No,0,4,9,3,2
No,Travel_Frequently,1018,1,Marketing,1349,High,3,Sales Executive,Low,Divorced,4103,No,1,2,9,3,2
No,Travel_Frequently,482,4,Life Sciences,1350,High,3,Research Scientist,High,Single,4249,Yes,0,3,9,3,2
No,Travel_Rarely,770,5,Life Sciences,1352,High,3,Manager,Medium,Divorced,14026,Yes,1,2,33,4,4
No,Travel_Rarely,1009,2,Life Sciences,1355,Medium,3,Sales Executive,Low,Divorced,6893,No,1,3,7,3,3
No,Travel_Rarely,507,15,Medical,1356,High,3,Sales Executive,Low,Single,6125,No,0,6,10,3,3
No,Travel_Rarely,882,19,Medical,1358,Very High,3,Laboratory Technician,Very High,Married,3669,No,3,6,3,2,2
Yes,Travel_Rarely,601,7,Medical,1360,High,2,Manufacturing Director,Low,Married,10008,Yes,0,0,10,3,4
No,Travel_Rarely,329,1,Life Sciences,1361,Medium,3,Laboratory Technician,Medium,Married,2387,No,1,3,4,2,1
No,Travel_Frequently,607,7,Marketing,1362,Low,4,Sales Executive,Low,Married,4639,No,1,2,15,4,2
No,Travel_Rarely,855,4,Life Sciences,1363,Very High,3,Manufacturing Director,Very High,Single,7898,No,0,2,10,3,3
No,Travel_Rarely,1291,11,Medical,1364,High,4,Sales Representative,Very High,Married,2534,No,1,4,1,1,1
No,Travel_Rarely,1405,11,Technical Degree,1367,Very High,2,Manufacturing Director,Medium,Single,13142,No,0,1,5,2,4
No,Non-Travel,1124,1,Life Sciences,1368,Very High,3,Laboratory Technician,Very High,Single,1611,No,0,5,0,1,1
No,Travel_Rarely,817,1,Medical,1369,Very High,2,Laboratory Technician,Very High,Married,5363,No,1,0,9,3,3
No,Travel_Frequently,793,2,Life Sciences,1371,Very High,1,Sales Executive,Very High,Single,5071,No,0,3,6,3,3
Yes,Travel_Rarely,267,13,Marketing,1372,Low,4,Sales Executive,High,Single,13695,Yes,0,2,19,4,4
No,Travel_Rarely,1369,23,Life Sciences,1373,Very High,3,Manufacturing Director,Medium,Married,13402,Yes,1,0,19,4,4
No,Non-Travel,999,26,Technical Degree,1374,Low,2,Research Scientist,High,Divorced,2029,No,3,2,5,2,1
No,Travel_Rarely,1202,2,Medical,1375,Medium,4,Healthcare Representative,High,Divorced,6377,No,3,0,12,4,3
No,Travel_Rarely,285,29,Medical,1377,Medium,3,Laboratory Technician,High,Married,5429,No,2,1,8,3,3
Yes,Travel_Frequently,703,2,Life Sciences,1379,High,2,Sales Representative,Very High,Single,2785,No,0,3,1,1,1
Yes,Travel_Frequently,662,18,Marketing,1380,Very High,3,Sales Executive,High,Married,4614,Yes,1,0,4,2,2
No,Travel_Frequently,693,7,Life Sciences,1382,Very High,4,Research Scientist,High,Divorced,2610,No,3,2,4,2,1
No,Travel_Rarely,404,2,Technical Degree,1383,High,3,Healthcare Representative,Very High,Single,6687,No,0,2,14,4,3
No,Travel_Rarely,736,26,Life Sciences,1387,High,2,Sales Executive,Low,Married,4724,No,1,0,5,2,2
Yes,Travel_Rarely,330,22,Medical,1389,Very High,3,Manufacturing Director,High,Married,6179,Yes,2,3,10,3,3
No,Travel_Rarely,1498,21,Life Sciences,1390,Low,2,Sales Executive,Very High,Married,6120,Yes,2,2,5,2,3
No,Travel_Frequently,541,2,Marketing,1391,Medium,3,Sales Executive,Medium,Married,10596,No,0,5,4,2,4
No,Travel_Frequently,1200,22,Life Sciences,1392,Very High,3,Research Scientist,Very High,Divorced,5467,Yes,2,4,6,3,3
No,Travel_Rarely,1439,4,Life Sciences,1394,High,3,Research Scientist,High,Married,2996,Yes,0,2,6,3,2
No,Travel_Frequently,1111,5,Life Sciences,1395,Medium,3,Sales Executive,Very High,Married,9998,No,0,2,5,2,4
No,Travel_Rarely,499,2,Marketing,1396,High,3,Sales Executive,Medium,Married,4078,Yes,3,3,3,2,2
No,Non-Travel,1485,25,Life Sciences,1397,High,3,Healthcare Representative,High,Married,10920,No,1,2,6,3,4
No,Travel_Rarely,1372,18,Life Sciences,1399,Low,4,Sales Executive,High,Married,6232,No,0,3,3,2,3
No,Travel_Frequently,322,28,Medical,1401,Very High,4,Manufacturing Director,High,Married,13247,Yes,1,3,5,2,4
No,Travel_Rarely,930,6,Medical,1402,Low,2,Research Scientist,High,Single,4081,Yes,0,3,20,4,2
No,Travel_Rarely,205,10,Marketing,1403,Very High,2,Sales Executive,Very High,Married,5769,Yes,0,3,6,3,3
Yes,Travel_Rarely,135,17,Life Sciences,1405,Very High,3,Research Scientist,High,Single,2394,Yes,0,2,8,3,1
No,Travel_Rarely,683,2,Medical,1407,Low,2,Research Scientist,Very High,Single,3904,No,0,2,4,2,2
No,Travel_Rarely,1147,10,Human Resources,1408,High,3,Manager,Low,Married,16799,No,1,5,20,4,4
No,Travel_Rarely,258,8,Other,1409,High,3,Laboratory Technician,Low,Married,2950,No,0,2,5,2,2
No,Travel_Rarely,1462,11,Medical,1411,Low,3,Laboratory Technician,High,Single,3629,No,0,6,3,2,2
No,Travel_Frequently,200,18,Life Sciences,1412,High,3,Manufacturing Director,Very High,Single,9362,No,0,2,2,1,4
No,Travel_Rarely,949,1,Technical Degree,1415,Low,3,Laboratory Technician,Very High,Married,3229,No,1,2,3,2,2
No,Travel_Rarely,652,7,Other,1417,High,4,Laboratory Technician,Low,Single,3578,No,0,2,7,3,2
No,Travel_Rarely,332,17,Other,1419,Medium,2,Human Resources,Low,Single,7988,No,0,3,10,3,3
Yes,Travel_Frequently,1475,28,Life Sciences,1420,Low,2,Laboratory Technician,Low,Single,4284,No,0,2,4,2,2
Yes,Travel_Frequently,337,14,Other,1421,High,3,Healthcare Representative,Very High,Single,7553,Yes,0,1,8,3,3
No,Travel_Rarely,971,1,Medical,1422,Very High,3,Research Director,Very High,Single,17328,No,0,3,20,4,4
No,Travel_Rarely,1055,1,Medical,1423,Very High,3,Research Director,Low,Married,19701,Yes,1,3,9,3,4
No,Travel_Rarely,1136,1,Medical,1424,Medium,4,Research Director,Very High,Divorced,14732,No,2,4,7,3,4
No,Travel_Rarely,1174,3,Marketing,1425,Low,3,Sales Executive,Medium,Single,9278,Yes,0,3,5,2,4
Yes,Travel_Frequently,667,1,Life Sciences,1427,Medium,1,Sales Representative,High,Single,1359,No,0,3,1,1,1
No,Travel_Rarely,855,7,Marketing,1428,Very High,3,Sales Executive,Low,Divorced,4779,No,2,3,3,2,2
No,Travel_Rarely,182,8,Life Sciences,1430,Low,3,Research Director,Medium,Single,16422,No,0,3,3,2,4
No,Travel_Frequently,560,1,Other,1431,Very High,3,Research Scientist,Low,Divorced,2996,No,2,2,4,2,2
Yes,Travel_Rarely,202,8,Life Sciences,1433,Low,2,Research Scientist,Medium,Single,1261,No,0,3,1,1,1
No,Travel_Rarely,1377,11,Life Sciences,1434,Medium,3,Laboratory Technician,Low,Married,2099,No,0,3,5,2,1
No,Travel_Rarely,172,4,Life Sciences,1435,Low,2,Laboratory Technician,Very High,Single,5810,No,0,2,10,3,3
No,Travel_Rarely,329,16,Marketing,1436,High,2,Sales Executive,Low,Married,5647,No,2,3,3,2,3
No,Travel_Rarely,465,1,Technical Degree,1438,Low,3,Research Scientist,Very High,Married,3420,No,1,2,6,3,2
Yes,Travel_Rarely,383,9,Life Sciences,1439,Low,2,Sales Representative,Low,Married,4400,No,0,2,3,2,2
No,Non-Travel,1413,5,Technical Degree,1440,High,4,Laboratory Technician,High,Single,3500,No,0,2,6,3,2
No,Travel_Rarely,1255,1,Life Sciences,1441,Low,3,Research Scientist,Low,Married,2066,No,1,3,3,2,1
No,Travel_Rarely,359,2,Medical,1443,Low,3,Research Director,High,Married,17169,No,2,2,20,4,4
No,Travel_Rarely,1476,4,Medical,1445,Very High,3,Sales Executive,High,Married,4162,Yes,2,3,5,2,2
No,Travel_Rarely,601,7,Marketing,1446,Very High,3,Sales Executive,Very High,Married,9204,No,1,3,4,2,4
No,Travel_Rarely,401,1,Life Sciences,1447,Very High,2,Laboratory Technician,Medium,Married,3294,No,1,2,5,2,2
No,Travel_Rarely,1283,5,Medical,1448,Medium,4,Research Scientist,High,Married,2127,Yes,0,5,4,2,1
No,Non-Travel,663,9,Other,1449,High,3,Laboratory Technician,High,Divorced,3975,No,2,2,8,3,2
No,Travel_Rarely,326,8,Life Sciences,1453,Low,3,Sales Executive,Very High,Divorced,10793,No,1,5,13,4,4
Yes,Travel_Rarely,377,9,Marketing,1457,Low,3,Sales Executive,Very High,Divorced,10096,No,1,1,7,3,4
Yes,Non-Travel,592,2,Life Sciences,1458,Low,2,Laboratory Technician,Low,Single,3646,Yes,0,2,1,1,2
Yes,Travel_Frequently,1445,1,Life Sciences,1459,High,4,Manufacturing Director,Medium,Single,7446,No,0,2,10,3,3
No,Travel_Rarely,1038,20,Medical,1460,Medium,1,Healthcare Representative,Low,Divorced,10851,Yes,1,2,7,3,4
No,Travel_Rarely,1398,8,Medical,1461,Very High,4,Human Resources,Medium,Single,2109,No,0,3,3,2,1
Yes,Travel_Frequently,523,2,Life Sciences,1464,Medium,3,Laboratory Technician,Very High,Married,3722,Yes,1,2,2,1,2
No,Travel_Rarely,1448,29,Technical Degree,1465,Medium,3,Manufacturing Director,Very High,Married,9380,Yes,2,4,3,2,4
No,Travel_Rarely,1221,7,Marketing,1466,High,3,Sales Executive,Low,Divorced,5486,No,3,3,2,1,3
Yes,Travel_Rarely,1107,9,Technical Degree,1467,Low,3,Human Resources,High,Married,2742,No,0,0,2,1,1
No,Non-Travel,218,8,Medical,1468,Very High,2,Research Director,Medium,Divorced,13757,No,1,5,9,3,4
No,Travel_Rarely,866,5,Medical,1469,Very High,3,Sales Executive,Low,Single,8463,No,0,4,5,2,4
No,Non-Travel,981,5,Life Sciences,1471,High,2,Laboratory Technician,High,Single,3162,No,0,5,5,2,2
No,Travel_Rarely,447,2,Medical,1472,Very High,4,Research Director,Medium,Single,16598,No,0,2,9,3,4
No,Travel_Rarely,1495,5,Technical Degree,1473,Low,3,Healthcare Representative,High,Married,6651,No,1,0,3,2,3
No,Travel_Rarely,896,2,Medical,1474,High,3,Research Scientist,High,Divorced,2345,No,1,3,3,2,1
No,Travel_Rarely,1467,20,Life Sciences,1475,Very High,3,Research Scientist,Medium,Single,3420,No,0,3,5,2,2
No,Travel_Frequently,430,7,Medical,1477,Very High,3,Sales Executive,Low,Married,4373,No,2,2,4,2,2
No,Travel_Rarely,1326,3,Other,1478,Very High,1,Sales Executive,Low,Single,4759,No,0,2,13,4,2
No,Travel_Rarely,1358,16,Life Sciences,1479,Very High,3,Sales Executive,High,Married,5301,No,2,2,2,1,3
No,Travel_Frequently,748,9,Medical,1480,Low,3,Laboratory Technician,Very High,Single,3673,No,0,3,12,4,2
No,Travel_Frequently,383,1,Marketing,1481,Low,3,Sales Executive,High,Married,4768,No,1,4,1,1,2
No,Non-Travel,990,7,Technical Degree,1482,High,3,Research Scientist,High,Divorced,1274,No,2,2,1,1,1
No,Travel_Rarely,405,1,Life Sciences,1483,Medium,4,Research Scientist,High,Married,4900,No,1,2,12,4,2
No,Travel_Rarely,1490,7,Life Sciences,1484,High,3,Healthcare Representative,Medium,Divorced,10466,No,2,3,8,3,4
No,Travel_Frequently,829,15,Medical,1485,Medium,3,Research Director,Low,Divorced,17007,No,2,3,14,4,4
Yes,Travel_Frequently,1496,1,Technical Degree,1486,Low,3,Sales Representative,High,Married,2909,No,1,3,3,2,1
Yes,Travel_Frequently,115,13,Technical Degree,1487,Low,3,Sales Executive,Medium,Single,5765,No,0,4,5,2,3
Yes,Travel_Rarely,790,24,Medical,1489,Low,2,Sales Executive,Medium,Single,4599,Yes,0,2,15,4,2
No,Travel_Rarely,660,7,Life Sciences,1492,Very High,3,Sales Representative,High,Married,2404,No,1,3,1,1,1
Yes,Travel_Frequently,381,9,Medical,1494,Medium,3,Laboratory Technician,Low,Single,3172,Yes,0,2,0,1,2
No,Non-Travel,830,13,Life Sciences,1495,Very High,3,Sales Representative,Medium,Married,2033,No,1,2,1,1,1
No,Travel_Frequently,1193,2,Medical,1496,Medium,3,Manufacturing Director,High,Single,10209,Yes,0,2,2,1,4
No,Travel_Rarely,1246,19,Life Sciences,1497,High,2,Sales Executive,High,Divorced,8620,No,2,3,10,3,4
No,Travel_Rarely,330,1,Life Sciences,1499,High,3,Human Resources,High,Divorced,2064,No,1,3,5,2,1
No,Travel_Rarely,1229,4,Life Sciences,1501,Very High,3,Healthcare Representative,High,Married,4035,Yes,0,2,3,2,2
No,Travel_Rarely,1099,4,Medical,1502,Low,2,Laboratory Technician,Medium,Married,3838,No,0,5,5,2,2
No,Travel_Rarely,571,14,Medical,1503,High,3,Sales Executive,High,Married,4591,Yes,1,4,5,2,2
Yes,Travel_Frequently,289,2,Medical,1504,High,2,Laboratory Technician,Low,Single,2561,No,0,2,0,1,1
No,Travel_Rarely,1423,1,Life Sciences,1506,Low,2,Research Scientist,High,Divorced,1563,No,1,2,1,1,1
No,Travel_Frequently,467,7,Life Sciences,1507,High,3,Sales Executive,Low,Single,4898,No,0,5,4,2,2
No,Travel_Rarely,271,3,Medical,1509,High,2,Laboratory Technician,Low,Married,4789,No,1,3,3,2,2
No,Travel_Frequently,410,2,Life Sciences,1513,Very High,3,Laboratory Technician,Medium,Married,3180,No,3,3,3,2,2
No,Travel_Rarely,1083,29,Life Sciences,1514,High,1,Manufacturing Director,Medium,Married,6549,No,2,2,8,3,3
No,Travel_Rarely,516,8,Life Sciences,1515,Very High,3,Healthcare Representative,High,Single,6388,Yes,0,6,0,1,3
No,Travel_Rarely,495,10,Medical,1516,High,3,Manager,Very High,Single,11244,No,0,5,5,2,4
No,Travel_Frequently,1050,11,Medical,1520,Medium,3,Manager,Very High,Divorced,16032,No,1,2,14,4,4
Yes,Travel_Rarely,224,1,Technical Degree,1522,Low,2,Research Scientist,Low,Single,2362,No,0,2,9,3,1
No,Travel_Rarely,136,28,Life Sciences,1523,Very High,3,Research Director,Low,Married,16328,No,1,1,20,4,4
No,Travel_Rarely,1089,6,Life Sciences,1525,Medium,3,Manufacturing Director,Medium,Single,8376,No,0,3,2,1,3
No,Travel_Rarely,228,3,Life Sciences,1527,High,3,Manager,Medium,Married,16606,No,1,2,13,4,4
No,Travel_Rarely,1029,16,Life Sciences,1529,Very High,2,Healthcare Representative,Medium,Single,8606,No,0,3,11,4,4
No,Travel_Rarely,507,20,Life Sciences,1533,Low,3,Laboratory Technician,High,Single,2272,No,0,2,4,2,1
Yes,Travel_Rarely,676,9,Life Sciences,1534,Very High,3,Laboratory Technician,Low,Single,2018,No,0,3,5,2,1
No,Travel_Rarely,971,1,Technical Degree,1535,Very High,2,Sales Executive,High,Married,7083,Yes,0,3,10,3,3
Yes,Travel_Frequently,561,3,Life Sciences,1537,Very High,3,Research Scientist,High,Single,4084,No,0,2,7,3,2
No,Travel_Frequently,333,22,Medical,1539,High,1,Research Director,Very High,Single,14411,Yes,0,2,32,4,4
No,Travel_Rarely,1440,7,Technical Degree,1541,Medium,3,Sales Representative,High,Married,2308,Yes,1,4,11,4,1
No,Travel_Rarely,1210,2,Medical,1542,High,2,Laboratory Technician,Medium,Married,4841,No,1,3,1,1,2
No,Travel_Rarely,674,13,Medical,1543,Low,3,Research Scientist,Very High,Married,4285,No,0,2,10,3,2
No,Travel_Rarely,441,8,Other,1544,High,1,Healthcare Representative,Low,Married,9715,No,1,3,7,3,4
No,Travel_Rarely,575,25,Life Sciences,1545,Very High,2,Manufacturing Director,Medium,Single,4320,No,0,2,5,2,2
No,Travel_Rarely,950,28,Technical Degree,1546,Very High,3,Research Scientist,Very High,Married,2132,No,1,3,5,2,1
No,Travel_Frequently,288,2,Life Sciences,1547,Very High,3,Healthcare Representative,Very High,Married,10124,Yes,1,3,20,4,4
No,Travel_Rarely,1342,9,Medical,1548,Low,3,Sales Executive,Low,Married,5473,No,0,5,8,3,3
No,Travel_Rarely,589,28,Life Sciences,1549,Medium,3,Laboratory Technician,High,Married,5207,Yes,1,3,15,4,3
No,Travel_Rarely,898,6,Medical,1550,High,3,Manager,Very High,Single,16437,Yes,0,2,21,4,4
No,Travel_Rarely,350,21,Technical Degree,1551,High,2,Laboratory Technician,Low,Divorced,2296,No,3,3,1,1,1
No,Non-Travel,1142,8,Life Sciences,1552,Very High,3,Healthcare Representative,Very High,Divorced,4069,Yes,0,2,2,1,2
No,Travel_Rarely,538,1,Technical Degree,1553,Low,3,Healthcare Representative,Medium,Divorced,7441,No,3,4,10,3,3
No,Travel_Rarely,1402,28,Life Sciences,1554,Medium,2,Sales Representative,High,Married,2430,No,2,5,5,2,1
No,Travel_Rarely,824,5,Life Sciences,1555,Very High,2,Research Scientist,Medium,Married,5878,No,1,2,7,3,3
No,Travel_Rarely,1157,2,Life Sciences,1556,High,3,Sales Representative,Very High,Single,2644,Yes,0,3,3,2,1
No,Travel_Rarely,492,16,Life Sciences,1557,High,3,Sales Executive,High,Divorced,6439,No,1,2,8,3,3
No,Travel_Rarely,598,9,Life Sciences,1558,High,4,Research Scientist,High,Married,2451,No,2,2,1,1,1
No,Travel_Rarely,1242,8,Life Sciences,1560,Low,3,Sales Executive,Low,Married,6392,No,1,6,2,1,3
Yes,Travel_Rarely,740,1,Life Sciences,1562,Medium,2,Sales Executive,Low,Married,9714,No,1,4,10,3,4
No,Travel_Frequently,888,10,Human Resources,1563,High,3,Human Resources,High,Married,6077,No,0,2,6,3,3
No,Travel_Rarely,992,1,Medical,1564,Very High,2,Laboratory Technician,Low,Single,2450,No,0,3,3,2,1
No,Travel_Rarely,1288,29,Technical Degree,1568,High,3,Sales Executive,Medium,Married,9250,No,1,3,4,2,4
Yes,Travel_Rarely,104,2,Life Sciences,1569,Low,3,Laboratory Technician,Low,Divorced,2074,Yes,1,2,1,1,1
Yes,Travel_Rarely,607,2,Technical Degree,1572,High,2,Manufacturing Director,Very High,Married,10169,No,1,4,33,4,4
Yes,Travel_Rarely,903,2,Medical,1573,High,3,Manufacturing Director,Medium,Married,4855,No,2,2,5,2,2
No,Non-Travel,1200,1,Technical Degree,1574,Very High,3,Research Scientist,Low,Married,4087,No,1,3,6,3,2
No,Travel_Rarely,1108,15,Other,1576,High,3,Research Scientist,Low,Married,2367,No,1,3,8,3,1
No,Travel_Rarely,479,7,Medical,1577,Low,3,Research Scientist,Very High,Single,2972,No,0,4,1,1,2
No,Travel_Rarely,685,26,Marketing,1578,High,2,Manager,Very High,Married,19586,No,1,3,36,4,4
No,Travel_Rarely,1351,1,Life Sciences,1580,Medium,3,Research Scientist,Very High,Married,5484,No,1,3,2,1,3
No,Travel_Rarely,474,3,Life Sciences,1581,Low,3,Research Scientist,Very High,Married,2061,No,0,5,1,1,1
No,Travel_Rarely,1245,14,Life Sciences,1582,High,3,Sales Executive,Medium,Married,9924,No,1,3,9,3,4
No,Travel_Rarely,437,16,Life Sciences,1583,Medium,3,Sales Executive,Medium,Single,4198,No,0,5,3,2,2
No,Travel_Rarely,884,1,Life Sciences,1585,Medium,3,Sales Executive,High,Single,6815,No,0,5,1,1,3
No,Travel_Rarely,1370,3,Medical,1586,Medium,3,Laboratory Technician,Low,Single,4723,Yes,0,3,10,3,2
No,Travel_Rarely,670,10,Medical,1587,Low,3,Healthcare Representative,High,Single,6142,Yes,0,4,5,2,3
No,Travel_Rarely,1462,6,Medical,1588,Very High,4,Sales Executive,High,Married,8237,No,1,3,7,3,3
No,Travel_Frequently,995,2,Life Sciences,1590,Low,3,Healthcare Representative,Very High,Divorced,8853,No,1,0,6,3,4
No,Travel_Rarely,264,9,Marketing,1591,High,3,Manager,High,Married,19331,Yes,1,2,1,1,4
No,Travel_Rarely,977,10,Technical Degree,1592,Very High,4,Research Scientist,High,Married,2073,No,1,2,2,1,1
No,Travel_Frequently,1302,6,Life Sciences,1594,Low,4,Laboratory Technician,Low,Married,5562,Yes,1,3,3,2,3
No,Travel_Rarely,1059,9,Other,1595,Very High,2,Manager,Very High,Single,19613,No,0,2,1,1,4
No,Travel_Rarely,750,28,Life Sciences,1596,Medium,4,Laboratory Technician,High,Married,3407,No,2,3,10,3,2
No,Travel_Frequently,653,10,Technical Degree,1597,Very High,2,Healthcare Representative,High,Married,5063,No,1,3,8,3,3
No,Travel_Rarely,118,14,Life Sciences,1598,Very High,3,Sales Executive,Low,Married,4639,No,1,2,5,2,2
No,Travel_Rarely,990,27,Technical Degree,1599,Very High,4,Laboratory Technician,Medium,Divorced,4876,No,1,0,6,3,2
No,Travel_Rarely,1349,7,Life Sciences,1601,High,2,Laboratory Technician,Very High,Married,2690,No,1,5,1,1,1
No,Travel_Rarely,563,1,Life Sciences,1602,Very High,4,Manager,Low,Single,17567,No,0,5,26,4,4
Yes,Travel_Rarely,329,24,Medical,1604,High,3,Laboratory Technician,Medium,Married,2408,Yes,3,3,1,1,1
No,Non-Travel,457,26,Other,1605,Medium,2,Research Scientist,High,Married,2814,Yes,0,2,4,2,1
No,Travel_Frequently,1234,20,Medical,1606,Medium,3,Healthcare Representative,High,Married,11245,Yes,1,3,30,4,4
No,Travel_Rarely,634,5,Other,1607,Medium,4,Research Scientist,Very High,Married,3312,No,2,3,3,2,2
No,Travel_Rarely,1313,7,Medical,1608,Medium,3,Research Director,Very High,Divorced,19049,Yes,1,4,22,4,4
No,Travel_Rarely,241,7,Medical,1609,Medium,2,Research Scientist,Medium,Married,2141,No,1,3,6,3,1
No,Travel_Rarely,1015,5,Medical,1611,High,1,Laboratory Technician,Low,Single,5769,Yes,0,3,10,3,3
No,Non-Travel,336,26,Marketing,1612,Low,2,Sales Executive,Low,Married,4385,No,1,2,10,3,2
No,Travel_Frequently,715,2,Other,1613,Very High,3,Sales Executive,Low,Single,5332,No,0,3,5,2,3
No,Travel_Rarely,559,12,Life Sciences,1614,High,3,Manufacturing Director,High,Married,4663,Yes,2,2,3,2,2
No,Travel_Frequently,426,10,Life Sciences,1615,High,4,Manufacturing Director,Very High,Divorced,4724,No,1,3,9,3,2
No,Travel_Rarely,722,25,Life Sciences,1617,High,3,Laboratory Technician,Low,Married,3211,No,1,3,9,3,2
No,Travel_Rarely,1387,10,Medical,1618,Medium,3,Manufacturing Director,Low,Married,5377,No,3,3,7,3,3
No,Travel_Rarely,1302,19,Other,1619,Very High,2,Laboratory Technician,Low,Divorced,4066,No,2,3,7,3,2
No,Travel_Rarely,819,18,Life Sciences,1621,Medium,4,Research Scientist,Low,Married,5208,No,0,2,16,4,3
No,Travel_Rarely,580,27,Medical,1622,Medium,1,Manufacturing Director,Low,Divorced,4877,No,1,5,5,2,2
No,Travel_Rarely,546,5,Medical,1623,High,3,Research Scientist,Very High,Single,3117,No,0,2,2,1,2
Yes,Travel_Frequently,544,3,Medical,1624,Medium,3,Sales Representative,Very High,Single,1569,Yes,0,2,0,1,1
No,Travel_Rarely,1176,26,Life Sciences,1625,Very High,3,Manager,High,Married,19658,No,1,2,5,2,4
No,Travel_Rarely,170,3,Medical,1627,High,2,Laboratory Technician,High,Divorced,3069,No,1,3,10,3,2
No,Travel_Rarely,884,15,Life Sciences,1628,Low,2,Manufacturing Director,High,Married,10435,No,2,2,18,4,4
No,Non-Travel,208,8,Life Sciences,1630,High,3,Healthcare Representative,High,Married,4148,No,1,5,14,4,2
No,Travel_Rarely,671,19,Life Sciences,1631,High,3,Manufacturing Director,High,Married,5768,No,3,2,4,2,3
No,Travel_Frequently,711,4,Medical,1633,Low,3,Manufacturing Director,High,Single,5042,No,0,2,9,3,3
No,Travel_Rarely,1329,2,Other,1635,Very High,2,Manufacturing Director,Very High,Divorced,5770,No,2,3,10,3,3
No,Travel_Rarely,397,2,Medical,1638,Very High,2,Manufacturing Director,High,Married,7756,Yes,1,6,5,2,3
Yes,Travel_Rarely,737,10,Medical,1639,Very High,2,Sales Executive,Low,Married,10306,No,0,3,13,4,4
No,Travel_Rarely,1470,10,Medical,1640,Medium,3,Research Scientist,Medium,Married,3936,No,1,2,8,3,2
No,Travel_Rarely,448,16,Life Sciences,1641,High,3,Manufacturing Director,Very High,Single,7945,Yes,0,2,4,2,3
No,Travel_Frequently,602,1,Human Resources,1642,Low,3,Human Resources,Very High,Married,5743,Yes,0,3,10,3,3
No,Travel_Frequently,365,4,Medical,1644,High,2,Manager,Very High,Married,15202,No,1,3,2,1,4
Yes,Travel_Rarely,763,15,Medical,1645,Low,1,Sales Executive,Very High,Divorced,5440,Yes,2,2,2,1,3
No,Travel_Frequently,567,2,Technical Degree,1646,Low,3,Research Scientist,Very High,Single,3760,Yes,0,2,6,3,2
No,Travel_Rarely,486,8,Medical,1647,Medium,4,Research Scientist,High,Married,3517,No,0,0,3,2,2
No,Travel_Frequently,591,2,Medical,1648,Very High,3,Research Scientist,Very High,Single,2580,No,0,0,4,2,1
Yes,Travel_Rarely,1329,7,Life Sciences,1649,Low,3,Laboratory Technician,Low,Single,2166,Yes,0,3,4,2,1
No,Travel_Rarely,469,10,Medical,1650,High,2,Sales Executive,High,Single,5869,No,0,2,5,2,3
No,Travel_Rarely,711,5,Life Sciences,1651,Medium,3,Healthcare Representative,Low,Married,8008,No,2,6,3,2,3
No,Travel_Frequently,772,2,Life Sciences,1653,Very High,4,Manufacturing Director,High,Divorced,5206,No,2,6,7,3,3
No,Travel_Rarely,492,12,Medical,1654,Very High,3,Manufacturing Director,Medium,Married,5295,No,0,3,5,2,3
No,Travel_Rarely,301,22,Other,1655,Low,3,Research Director,Medium,Married,16413,No,2,2,4,2,4
No,Travel_Rarely,813,17,Life Sciences,1656,Very High,2,Research Director,Low,Divorced,13269,No,3,3,14,4,4
No,Travel_Rarely,1141,2,Medical,1657,High,3,Sales Representative,High,Single,2783,No,0,3,2,1,1
No,Travel_Rarely,1130,3,Life Sciences,1658,Very High,3,Research Scientist,Medium,Divorced,5433,No,1,2,11,4,3
No,Travel_Rarely,311,7,Life Sciences,1659,Low,3,Laboratory Technician,Medium,Single,2013,No,0,4,4,2,1
No,Travel_Rarely,465,6,Life Sciences,1661,High,2,Healthcare Representative,High,Married,13966,Yes,1,3,15,4,4
No,Non-Travel,894,1,Medical,1662,Very High,2,Manufacturing Director,High,Married,4374,No,0,6,3,2,2
No,Travel_Rarely,1040,3,Life Sciences,1664,Very High,4,Healthcare Representative,Low,Divorced,6842,No,1,3,5,2,3
